text,source,label,tokens,lda_topic
"The Intepol and NBI experts will meet Wednesday to further discuss the needs for the DVI 
procedure, according to De Lemos.  
He explained that part of the process for DVI would be fingerprinting and dental 
comparison.’’  
The two, he said, would be the main source of information to obtain conclusive 
identifications.  
According to a member of the team, DNA testing is used as a last resort if families are unable 
to produce dental records of their loved ones or fingerprint records from the NBI.  
De Lemos said local and foreign forensics experts would work closely and would be deployed 
in various areas to help local authorities identify the victims.  
He added that NBI was involved in the identification of the remains of victims in previous 
catastrophic typhoons such as Sendong and Pablo.  
He also said that NBI forensic experts were also tapped to identify remains of the victims of 
the sinking of the Princess of the Stars.  
The NBI will bring mobile forensic laboratories to areas affected by typhoon Yolanda, 
according to De Lemos.  
He, however, admitted that the bureau’s limited resources and the sheer number of victims 
have posed the biggest challenges to NBI’s work in disaster response.",dvi,dvi,"['intepol', 'nbi', 'experts', 'meet', 'wednesday', 'discuss', 'needs', 'dvi', 'procedure', 'according', 'de', 'lemos', 'explained', 'part', 'process', 'dvi', 'would', 'fingerprinting', 'dental', 'two', 'said', 'would', 'main', 'source', 'information', 'obtain', 'conclusive', 'identifications', 'according', 'member', 'team', 'dna', 'testing', 'used', 'last', 'resort', 'families', 'unable', 'produce', 'dental', 'records', 'loved', 'ones', 'fingerprint', 'records', 'nbi', 'de', 'lemos', 'said', 'local', 'foreign', 'forensics', 'experts', 'would', 'work', 'closely', 'would', 'deployed', 'various', 'areas', 'help', 'local', 'authorities', 'identify', 'victims', 'added', 'nbi', 'involved', 'identification', 'remains', 'victims', 'previous', 'catastrophic', 'typhoons', 'sendong', 'pablo', 'also', 'said', 'nbi', 'forensic', 'experts', 'also', 'tapped', 'identify', 'remains', 'victims', 'sinking', 'princess', 'stars', 'nbi', 'bring', 'mobile', 'forensic', 'laboratories', 'areas', 'affected', 'typhoon', 'yolanda', 'according', 'de', 'lemos', 'however', 'admitted', 'bureau', 'limited', 'resources', 'sheer', 'number', 'victims', 'posed', 'biggest', 'challenges', 'nbi', 'work', 'disaster', 'response']",0
"“The team will assess the needs for the DVI procedure to start as soon as possible,” De Lemos 
said.",dvi,dvi,"['team', 'assess', 'needs', 'dvi', 'procedure', 'start', 'soon', 'possible', 'de', 'lemos', 'said']",0
"tsunami, to being INTERPOL’s on-call agency for DVI, or Disaster Victim Identification, to 
identifying victims of Saddam Hussein in Iraq, and to providing advice in the aftermath of 
9/11. ICMP have also identified victims of apartheid in South Africa and of war crimes 
committed in Chile in the ‘seventies. They have helped scientists and governments from 
countries like the UK, Germany, Russia, Norway, Libya, Colombia and Iraq on improving 
their DNA identification skills and finding missing persons. Their forensic science techniques 
have, as a result, become the latest weapon in the armoury of international justice and human 
rights. 
The ICMP sprung out of the massacre at Srebrenica. There are 206 bones in the human body 
post-puberty, and in 1995 an estimated 8,100 Bosnian Muslim men and boys were massacred 
at Srebrenica by Bosnian Serb forces lead by former General Ratko Mladic, now on trial for 
genocide and war-crimes at the UN Tribunal in The Hague. 206 multiplied by 8,100 makes 
1,668,600, and this was the number of potential body-parts and bones, mangled and scattered 
across dozens of mass graves in the mountainous wilds of eastern Bosnia, that forensic 
investigators from the ICMP and the Hague Tribunal were looking for. This year, eighteen 
years after the massacre, the ICMP has found and identified, using DNA, more than 80% of 
the exhumed bodies and body-parts, their remains returned to their families for proper and 
dignified burial. 
The story of how they did it, becoming in the process the world’s leader in their field, is set 
against the story of the sixteen-year manhunt for Ratko Mladic, the most high-profile war-
crimes suspect to stand trial since the Nazis, indicted on the first charges of genocide to have 
taken place in Europe since the Holocaust. Mladic  vanished in 1997 in Bosnia after the end 
of the war, as British and NATO special forces started arresting his deputies. He was next 
seen in a tiny rural village in central Serbia in 2011, arrested by two dozen Serbian 
intelligence agents, and then transferred to face trial in The Hague. Where had one of the 
world’s most-wanted men been for sixteen years? Despite a manhunt across south-eastern 
Europe involving investigators from the Hague Tribunal, police officers, special forces and 
intelligence operators from Britain, the United States, Canada and EU countries such as 
France and Germany, Mladic had evaded capture. 
This book is the story of real-life CSI, and the anatomy of a manhunt. It draws on inside 
access to world-class forensic scientists from ICMP, war-crimes investigators from The 
Hague, as well as police officers, soldiers, intelligence agents, diplomats and humanitarians 
from sixteen different countries. It is written by an author who is a widely-published 
investigative foreign correspondent who has worked as a staffer for ICMP, and followed the 
hunt for Mladic across the Balkans for more than a decade, reporting for British publications 
ranging from The Economist and The Scotsman to Wired magazine.",dvi,dvi,"['tsunami', 'interpol', 'agency', 'dvi', 'disaster', 'victim', 'identification', 'identifying', 'victims', 'saddam', 'hussein', 'iraq', 'providing', 'advice', 'aftermath', 'icmp', 'also', 'identified', 'victims', 'apartheid', 'south', 'africa', 'war', 'crimes', 'committed', 'chile', 'seventies', 'helped', 'scientists', 'governments', 'countries', 'like', 'uk', 'germany', 'russia', 'norway', 'libya', 'colombia', 'iraq', 'improving', 'dna', 'identification', 'skills', 'finding', 'missing', 'persons', 'forensic', 'science', 'techniques', 'result', 'become', 'latest', 'weapon', 'armoury', 'international', 'justice', 'human', 'rights', 'icmp', 'sprung', 'massacre', 'srebrenica', 'bones', 'human', 'body', 'estimated', 'bosnian', 'muslim', 'men', 'boys', 'massacred', 'srebrenica', 'bosnian', 'serb', 'forces', 'lead', 'former', 'general', 'ratko', 'mladic', 'trial', 'genocide', 'un', 'tribunal', 'hague', 'multiplied', 'makes', 'number', 'potential', 'bones', 'mangled', 'scattered', 'across', 'dozens', 'mass', 'graves', 'mountainous', 'wilds', 'eastern', 'bosnia', 'forensic', 'investigators', 'icmp', 'hague', 'tribunal', 'looking', 'year', 'eighteen', 'years', 'massacre', 'icmp', 'found', 'identified', 'using', 'dna', 'exhumed', 'bodies', 'remains', 'returned', 'families', 'proper', 'dignified', 'burial', 'story', 'becoming', 'process', 'world', 'leader', 'field', 'set', 'story', 'manhunt', 'ratko', 'mladic', 'crimes', 'suspect', 'stand', 'trial', 'since', 'nazis', 'indicted', 'first', 'charges', 'genocide', 'taken', 'place', 'europe', 'since', 'holocaust', 'mladic', 'vanished', 'bosnia', 'end', 'war', 'british', 'nato', 'special', 'forces', 'started', 'arresting', 'deputies', 'next', 'seen', 'tiny', 'rural', 'village', 'central', 'serbia', 'arrested', 'two', 'dozen', 'serbian', 'intelligence', 'agents', 'transferred', 'face', 'trial', 'hague', 'one', 'world', 'men', 'sixteen', 'years', 'despite', 'manhunt', 'across', 'europe', 'involving', 'investigators', 'hague', 'tribunal', 'police', 'officers', 'special', 'forces', 'intelligence', 'operators', 'britain', 'united', 'states', 'canada', 'eu', 'countries', 'france', 'germany', 'mladic', 'evaded', 'capture', 'book', 'story', 'csi', 'anatomy', 'manhunt', 'draws', 'inside', 'access', 'forensic', 'scientists', 'icmp', 'investigators', 'hague', 'well', 'police', 'officers', 'soldiers', 'intelligence', 'agents', 'diplomats', 'humanitarians', 'sixteen', 'different', 'countries', 'written', 'author', 'investigative', 'foreign', 'correspondent', 'worked', 'staffer', 'icmp', 'followed', 'hunt', 'mladic', 'across', 'balkans', 'decade', 'reporting', 'british', 'publications', 'ranging', 'economist', 'scotsman', 'wired', 'magazine']",0
"1- http://www.interpol.int/INTERPOL-expertise/Forensics/DVIForensics    8.032 
Forensic expertise and the exchange of forensic data is vital to international investigations. 
At INTERPOL, we maintain  databases of fingerprints and DNA profiles, allowing police 
across the world to make connections between criminals and crime scenes. We also provide 
training to police in our member countries, to ensure that frontline officers have the 
knowledge and skills necessary to assess, preserve and share evidence in line with best 
practices.Our main areas of forensic expertise are:",dvi,dvi,"['http', 'forensic', 'expertise', 'exchange', 'forensic', 'data', 'vital', 'international', 'investigations', 'interpol', 'maintain', 'databases', 'fingerprints', 'dna', 'profiles', 'allowing', 'police', 'across', 'world', 'make', 'connections', 'criminals', 'crime', 'scenes', 'also', 'provide', 'training', 'police', 'member', 'countries', 'ensure', 'frontline', 'officers', 'knowledge', 'skills', 'necessary', 'assess', 'preserve', 'share', 'evidence', 'line', 'best', 'main', 'areas', 'forensic', 'expertise']",0
"THE National Bureau of Investigation (NBI)-Manila is now conducting a Disaster Victim 
Identification (DVI) on unclaimed bodies that were placed at a dumpsite in Zayas, Barangay 
Carmen, Cagayan de Oro City. 
Lawyer Jose Justo Yap, NBI-Northern Mindanao director, said the forensic examination is led 
by Dr. Wilfredo Tierra, Medico Legal Officer II. 
Yap said the process aims to help identify the bodies more easily, citing at least two parties 
have claimed ownership of a woman who died in the flash floods.",dvi,dvi,"['national', 'bureau', 'investigation', 'nbi', 'conducting', 'disaster', 'victim', 'identification', 'dvi', 'unclaimed', 'bodies', 'placed', 'dumpsite', 'zayas', 'barangay', 'carmen', 'cagayan', 'de', 'oro', 'city', 'lawyer', 'jose', 'justo', 'yap', 'mindanao', 'director', 'said', 'forensic', 'examination', 'led', 'wilfredo', 'tierra', 'medico', 'legal', 'officer', 'ii', 'yap', 'said', 'process', 'aims', 'help', 'identify', 'bodies', 'easily', 'citing', 'least', 'two', 'parties', 'claimed', 'ownership', 'woman', 'died', 'flash', 'floods']",0
"(ASEAN) Secretariat was also involved in developing a three day workshop in Jakarta, 
Indonesia in March 2010 for nine of the 10 member states to improve preparedness in disaster 
victim identification and human remains management. This was a very positive beginning and 
produced a number of recommendations which are being discussed with ICRC and the AFP in 
order to optimise the opportunities to provide capacity training in this area. 
As a result of this the Institute will facilitate a first responders workshop with the Malaysian 
Civil Defence related to body management and disaster victim identification in partnership 
with the ICRC.",dvi,dvi,"['asean', 'secretariat', 'also', 'involved', 'developing', 'three', 'day', 'workshop', 'jakarta', 'indonesia', 'march', 'nine', 'member', 'states', 'improve', 'preparedness', 'disaster', 'victim', 'identification', 'human', 'remains', 'management', 'positive', 'beginning', 'produced', 'number', 'recommendations', 'discussed', 'icrc', 'afp', 'order', 'optimise', 'opportunities', 'provide', 'capacity', 'training', 'area', 'result', 'institute', 'facilitate', 'first', 'responders', 'workshop', 'malaysian', 'civil', 'defence', 'related', 'body', 'management', 'disaster', 'victim', 'identification', 'partnership', 'icrc']",0
"Today, during the 83rd General Session of the International Association for Dental Research, 
convening at the Baltimore Convention Center, a symposium, entitled ""Current Concepts in 
Diagnostic Forensic Odontology"", will feature presentations, by experts from Canada and 
Belgium, on ""Forensic identification of victims of mass casualty incidents"", ""The dentist as a 
member of the disaster victim identification team--The Interpol DVI interdisciplinary 
philosophy"", and ""Facial reconstruction based on 3-D craniofacial reconstruction and in vivo 
soft-tissue depth registration"". 
As a key member of the identification team, the forensic odontologist takes an active part in 
all phases of the identification process. Modern disaster scenarios may include more 
destruction, fragmentation, and mingling of the human bodies than ever before. This means 
that identification of the victims has become much more difficult. Forensic odontologists are 
responding to these new challenges with approaches to identification that embrace modern 
scientific methods. Since teeth and dental structures may survive post mortem, personal 
identification by means of dental data is still one of the most reliable methods of human 
identification.",dvi,dvi,"['today', 'general', 'session', 'international', 'association', 'dental', 'research', 'convening', 'baltimore', 'convention', 'center', 'symposium', 'entitled', 'current', 'concepts', 'diagnostic', 'forensic', 'odontology', 'feature', 'presentations', 'experts', 'canada', 'belgium', 'forensic', 'identification', 'victims', 'mass', 'casualty', 'incidents', 'dentist', 'member', 'disaster', 'victim', 'identification', 'team', 'interpol', 'dvi', 'interdisciplinary', 'philosophy', 'facial', 'reconstruction', 'based', 'craniofacial', 'reconstruction', 'vivo', 'depth', 'registration', 'key', 'member', 'identification', 'team', 'forensic', 'odontologist', 'takes', 'active', 'part', 'phases', 'identification', 'process', 'modern', 'disaster', 'scenarios', 'may', 'include', 'destruction', 'fragmentation', 'mingling', 'human', 'bodies', 'ever', 'means', 'identification', 'victims', 'become', 'much', 'difficult', 'forensic', 'odontologists', 'responding', 'new', 'challenges', 'approaches', 'identification', 'embrace', 'modern', 'scientific', 'methods', 'since', 'teeth', 'dental', 'structures', 'may', 'survive', 'post', 'mortem', 'personal', 'identification', 'means', 'dental', 'data', 'still', 'one', 'reliable', 'methods', 'human', 'identification']",0
"Melbourne. The first two trainees are from Uganda and Kenya and will arrive in Melbourne in 
2011. 
In conjunction with this, The Australian Federal Police and the VIFM hosted the Inaugural 
Forum on Forensic Pathology in Botswana in May. This was the first time a meeting of this 
kind had been held in Africa and was well attended by international organisations such as the 
International Committee of the Red Cross and World Health Organisation, senior judicial 
experts from Canada and Australia as well as African delegates. 
A key component of the forum was to begin the process of some continuing education for 
existing practitioners, to sensitise participants to the importance of developing networks, and 
to begin building competencies in the organisation of the forensic response to disasters, i.e. 
disaster victim identification (DVI). 
The most significant outcomes of this forum include the development of an African Network 
of Forensic Medicine as well as a commitment of support from the AFP and the ICRC to 
support VIFM in hosting a Pan-African forum in Uganda in 2011. 
International Partnerships 
The Institute in partnership with the ICRC and the Association of Southeast Asian Nations",dvi,dvi,"['melbourne', 'first', 'two', 'trainees', 'uganda', 'kenya', 'arrive', 'melbourne', 'conjunction', 'australian', 'federal', 'police', 'vifm', 'hosted', 'inaugural', 'forum', 'forensic', 'pathology', 'botswana', 'may', 'first', 'time', 'meeting', 'kind', 'held', 'africa', 'well', 'attended', 'international', 'organisations', 'international', 'committee', 'red', 'cross', 'world', 'health', 'organisation', 'senior', 'judicial', 'experts', 'canada', 'australia', 'well', 'african', 'delegates', 'key', 'component', 'forum', 'begin', 'process', 'continuing', 'education', 'existing', 'practitioners', 'sensitise', 'participants', 'importance', 'developing', 'networks', 'begin', 'building', 'competencies', 'organisation', 'forensic', 'response', 'disasters', 'disaster', 'victim', 'identification', 'dvi', 'significant', 'outcomes', 'forum', 'include', 'development', 'african', 'network', 'forensic', 'medicine', 'well', 'commitment', 'support', 'afp', 'icrc', 'support', 'vifm', 'hosting', 'forum', 'uganda', 'international', 'partnerships', 'institute', 'partnership', 'icrc', 'association', 'southeast', 'asian', 'nations']",2
"MANILA, Philippines—The National Bureau of Investigation has sent medico legal and 
forensic experts to Tacloban City and other areas hit by supertyphoon “Yolanda”",dvi,dvi,"['manila', 'national', 'bureau', 'investigation', 'sent', 'medico', 'legal', 'forensic', 'experts', 'tacloban', 'city', 'areas', 'hit', 'supertyphoon', 'yolanda']",0
"“Planning how the operation is going to be run, then keeping the media and public informed 
are all things I have got used to doing after running a few operations and they are things I 
really enjoy.",dvi,dvi,"['planning', 'operation', 'going', 'run', 'keeping', 'media', 'public', 'informed', 'things', 'got', 'used', 'running', 'operations', 'things', 'really', 'enjoy']",3
"Nevertheless, some disasters, including massive fires, may destroy most of the dentition, 
leaving little dental information for comparison with dental records. Therefore, other 
diagnostic approaches have been developed. Traces of saliva and fragments of teeth and bone 
may be a valuable source of DNA evidence, offering new probes to solve unanswered 
questions and clarify unusual cases. Craniofacial reconstruction is another tool, offering 
important potential for victim identification. Conventional techniques for craniofacial 
reconstruction are usually based on manual modeling and standard soft-tissue depth tables. 
More recent developments in computer-aided 3-D imaging and ultrasound applications for 
soft-tissue depth registrations may offer new diagnostic tools for craniofacial reconstruction. 
The symposium will conclude with a discussion of the state of the art and identifying the 
challenges facing forensic diagnostic research. 
This is a summary of a symposium entitled ""Current Concepts in Diagnostic Forensic 
Odontology"", to be presented at 10:45 a.m. on Friday, March 11, 2005, in Room 339 of the 
Baltimore Convention Center, during the 83rd General Session of the International 
Association for Dental Research.",dvi,dvi,"['nevertheless', 'disasters', 'including', 'massive', 'fires', 'may', 'destroy', 'dentition', 'leaving', 'little', 'dental', 'information', 'comparison', 'dental', 'records', 'therefore', 'diagnostic', 'approaches', 'developed', 'traces', 'saliva', 'fragments', 'teeth', 'bone', 'may', 'valuable', 'source', 'dna', 'evidence', 'offering', 'new', 'probes', 'solve', 'unanswered', 'questions', 'clarify', 'unusual', 'cases', 'craniofacial', 'reconstruction', 'another', 'tool', 'offering', 'important', 'potential', 'victim', 'identification', 'conventional', 'techniques', 'craniofacial', 'reconstruction', 'usually', 'based', 'manual', 'modeling', 'standard', 'depth', 'tables', 'recent', 'developments', 'imaging', 'ultrasound', 'applications', 'depth', 'registrations', 'may', 'offer', 'new', 'diagnostic', 'tools', 'craniofacial', 'reconstruction', 'symposium', 'conclude', 'discussion', 'state', 'art', 'identifying', 'challenges', 'facing', 'forensic', 'diagnostic', 'research', 'summary', 'symposium', 'entitled', 'current', 'concepts', 'diagnostic', 'forensic', 'odontology', 'presented', 'friday', 'march', 'room', 'baltimore', 'convention', 'center', 'general', 'session', 'international', 'association', 'dental', 'research']",3
"(international name: Haiyan) to help in identifying bodies of victims, its top official said.  
Medardo de Lemos, NBI officer in charge, said that Disaster Victims Identification (DVI) 
specialists from the International Police (Interpol) have also offered their assistance and 
would be deployed in various areas also affected by the super typhoon.",dvi,dvi,"['international', 'name', 'haiyan', 'help', 'identifying', 'bodies', 'victims', 'top', 'official', 'said', 'medardo', 'de', 'lemos', 'nbi', 'officer', 'charge', 'said', 'disaster', 'victims', 'identification', 'dvi', 'specialists', 'international', 'police', 'interpol', 'also', 'offered', 'assistance', 'would', 'deployed', 'various', 'areas', 'also', 'affected', 'super', 'typhoon']",0
"AUSTRALIA–INDONESIA JOINT SYMPOSIUM IN SCIENCE AND TECHNOLOGY 
Jakarta, 13-17 September 2006  
DVI (Disaster Victim Identification) and forensic science 
Professor David Gidley, Managing Director Forensics WorldWide P/L, Indonesia 
Almost daily somewhere in the world we hear about disasters occurring with multiple lives 
lost, hazardous rescue efforts, the occasional miracle survival, but more normally the recovery 
and identification of victim's remains, all of which tends to fade quite quickly after the initial 
burst of 3–5 days news coverage.",dvi,dvi,"['joint', 'symposium', 'science', 'technology', 'jakarta', 'september', 'dvi', 'disaster', 'victim', 'identification', 'forensic', 'science', 'professor', 'david', 'gidley', 'managing', 'director', 'forensics', 'worldwide', 'indonesia', 'almost', 'daily', 'somewhere', 'world', 'hear', 'disasters', 'occurring', 'multiple', 'lives', 'lost', 'hazardous', 'rescue', 'efforts', 'occasional', 'miracle', 'survival', 'normally', 'recovery', 'identification', 'victim', 'remains', 'tends', 'fade', 'quite', 'quickly', 'initial', 'burst', 'days', 'news', 'coverage']",0
"Having plenty of experience in dealing with traumatic incidents also comes in handy. “This 
can really be said for all DVI staff, because most of the guys we are working with have been 
with Police for 25 years plus. We probably look at things a bit differently when we attend a 
disaster or accident as we’re not really looking at the wonderment of what has happened, but 
rather what do we need to get through it, to get things done.",dvi,dvi,"['plenty', 'experience', 'dealing', 'traumatic', 'incidents', 'also', 'comes', 'handy', 'really', 'said', 'dvi', 'staff', 'guys', 'working', 'police', 'years', 'plus', 'probably', 'look', 'things', 'bit', 'differently', 'attend', 'disaster', 'accident', 'really', 'looking', 'wonderment', 'happened', 'rather', 'need', 'get', 'get', 'things', 'done']",1
"It was just after 10:30 p.m. on September 2nd when the sirens in Peggy’s Cove went off. 
News that a jetliner had gone down had Coast Guard ships racing to the area and local 
fishermen taking to their boats to join the search for survivors. In shallow seas about 14 
kilometres offshore, they were met with the grim evidence of disaster. Flight 111 was 
travelling at an estimated 550 kilometres an hour when it hit the water. The jet shattered on 
impact, killing all 229 passengers and crew.  
When disaster strikes, the emergency rescue response is immediate. But an investigative 
process spanning federal, provincial, municipal and even international boundaries is also set 
in motion. One line of inquiry seeks to find out what happened and why. Another seeks to 
identify the victims—a task that requires the skills of a multidisciplinary team. 
Major Richard Groves (DMD’90) remembers getting the call asking him to stand ready. A 
career military man, Major Groves graduated from the Royal Military College of Canada with 
a Bachelor of Science in Honours Mathematics and Physics in 1979. He served as a 
communications and electronics engineering officer around the world before switching his 
career focus to dentistry. As a member of the military, he was able to apply to schools across 
the country. The five-year program brought him to the University of Saskatchewan, where he 
graduated with his Doctor of Dental Medicine in 1990. Two years later, he took a training 
course in forensic odontology through the US Armed Forces Institute of Pathology.",dvi,dvi,"['september', 'sirens', 'peggy', 'cove', 'went', 'news', 'jetliner', 'gone', 'coast', 'guard', 'ships', 'racing', 'area', 'local', 'fishermen', 'taking', 'boats', 'join', 'search', 'survivors', 'shallow', 'seas', 'kilometres', 'offshore', 'met', 'grim', 'evidence', 'disaster', 'flight', 'travelling', 'estimated', 'kilometres', 'hour', 'hit', 'water', 'jet', 'shattered', 'impact', 'killing', 'passengers', 'crew', 'disaster', 'strikes', 'emergency', 'rescue', 'response', 'immediate', 'investigative', 'process', 'spanning', 'federal', 'provincial', 'municipal', 'even', 'international', 'boundaries', 'also', 'set', 'motion', 'one', 'line', 'inquiry', 'seeks', 'find', 'happened', 'another', 'seeks', 'identify', 'task', 'requires', 'skills', 'multidisciplinary', 'team', 'major', 'richard', 'groves', 'dmd', 'remembers', 'getting', 'call', 'asking', 'stand', 'ready', 'career', 'military', 'man', 'major', 'groves', 'graduated', 'royal', 'military', 'college', 'canada', 'bachelor', 'science', 'honours', 'mathematics', 'physics', 'served', 'communications', 'electronics', 'engineering', 'officer', 'around', 'world', 'switching', 'career', 'focus', 'dentistry', 'member', 'military', 'able', 'apply', 'schools', 'across', 'country', 'program', 'brought', 'university', 'saskatchewan', 'graduated', 'doctor', 'dental', 'medicine', 'two', 'years', 'later', 'took', 'training', 'course', 'forensic', 'odontology', 'us', 'armed', 'forces', 'institute', 'pathology']",1
"3- http://www.theforensicgroup.co.nz/forensic-news/disaster-victim-identification-dvi/ 
Disaster Victim Identification (DVI) 
Thursday, February 24th, 2011 
Sadly, it looks as though the recovery in Christchurch involves not only remarkable stories of 
the living but also devastating stories of the deceased. 
In response to a phone call I had today, I just write briefly about what may happen in terms of 
identification of those who have been or are yet to be recovered.  In the past few years, 
Disaster Victim Identification (DVI) and/or specialist Search and Rescue teams have had to 
deal with many significant tragedies, some of them caused by humans (such as 9/11, July 
2005 London Tube and bus bombings) and some as the result of the forces of nature",dvi,dvi,"['http', 'disaster', 'victim', 'identification', 'dvi', 'thursday', 'february', 'sadly', 'looks', 'though', 'recovery', 'christchurch', 'involves', 'remarkable', 'stories', 'living', 'also', 'devastating', 'stories', 'deceased', 'response', 'phone', 'call', 'today', 'write', 'briefly', 'may', 'happen', 'terms', 'identification', 'yet', 'recovered', 'past', 'years', 'disaster', 'victim', 'identification', 'dvi', 'specialist', 'search', 'rescue', 'teams', 'deal', 'many', 'significant', 'tragedies', 'caused', 'humans', 'july', 'london', 'tube', 'bus', 'bombings', 'result', 'forces', 'nature']",0
"Assistant Commissioner Julian Slater OAM  
National Manager Forensic and Data Centres",dvi,dvi,"['assistant', 'commissioner', 'julian', 'slater', 'oam', 'national', 'manager', 'forensic', 'data', 'centres']",1
"“After makunan ng DNA, fingerprints, dental at malagyan ng tag, puwede nang ilagay sa 
cadaver bag at ilibing temporary para madali ring kunin kung sakaling may mag-claim na 
relative,” Tierra said. 
He said unclaimed bodies could not be buried until it undergoes forensic examination. 
The City Government is now preparing an apartment type of tomb for the unclaimed bodies",dvi,dvi,"['makunan', 'ng', 'dna', 'fingerprints', 'dental', 'malagyan', 'ng', 'tag', 'puwede', 'nang', 'ilagay', 'sa', 'cadaver', 'bag', 'ilibing', 'temporary', 'para', 'madali', 'ring', 'kunin', 'kung', 'sakaling', 'may', 'na', 'relative', 'tierra', 'said', 'said', 'unclaimed', 'bodies', 'could', 'buried', 'undergoes', 'forensic', 'examination', 'city', 'government', 'preparing', 'apartment', 'type', 'tomb', 'unclaimed', 'bodies']",1
"11- http://www.policeassn.org.nz/newsroom/publications/featured-articles/day-life-
of%E2%80%A6-disaster-victim-identification-unit 
A DAY IN THE LIFE OF… THE DISASTER VICTIM IDENTIFICATION UNIT 
Vol 45, No.8 | NZPA | Sat September 1st, 2012  
Significant loss of life, at home and abroad, presents major challenges for the Police 
Disaster Victim Identification unit as the team aims to name every victim of our worst 
tragedies. Deb Stringer reports. 
In the aftermath of events such as earthquakes, tsunamis and aeroplane crashes, the Police 
Disaster Victim Identification (DVI) team is charged with identifying the often grisly remains 
of the people who have died. Importantly, they are acutely aware of the anguish of relatives 
and friends who are waiting for confirmation of a loved one’s death. 
Most of us might view the job as harrowing, grim and incredibly depressing; however, police 
officers trained in DVI see it as a chance to provide closure to a victim’s family and friends.",dvi,dvi,"['http', 'day', 'life', 'disaster', 'victim', 'identification', 'unit', 'vol', 'nzpa', 'sat', 'september', 'significant', 'loss', 'life', 'home', 'abroad', 'presents', 'major', 'challenges', 'police', 'disaster', 'victim', 'identification', 'unit', 'team', 'aims', 'name', 'every', 'victim', 'worst', 'tragedies', 'deb', 'stringer', 'reports', 'aftermath', 'events', 'earthquakes', 'tsunamis', 'aeroplane', 'crashes', 'police', 'disaster', 'victim', 'identification', 'dvi', 'team', 'charged', 'identifying', 'often', 'grisly', 'remains', 'people', 'died', 'importantly', 'acutely', 'aware', 'anguish', 'relatives', 'friends', 'waiting', 'confirmation', 'loved', 'one', 'death', 'us', 'might', 'view', 'job', 'harrowing', 'grim', 'incredibly', 'depressing', 'however', 'police', 'officers', 'trained', 'dvi', 'see', 'chance', 'provide', 'closure', 'victim', 'family', 'friends']",0
"Even today many people fail to recognise the critical role that forensics plays in these events, 
especially in the parallel roles of Disaster Victim Identification (DVI) and the important crime 
scene investigation that is essential to identifying the perpetrator(s).  
While we all know that deceased and missing persons are identified from various techniques 
including; physical features, personal belongings, fingerprints, dental records, and DNA, what 
is frequently overlooked is the skills, the resources, and the practice that is necessary to have 
these activities readily plugged into the incident as soon as possible after the event.  
Just as forensic science today can provide pro-active support (intelligence) to crime 
investigation, so too it can provide important support before the occurrence of terrorist 
incidents as an adjunct to investigative intelligence. Increasingly this aspect of forensic work 
is growing in importance and applies not just in the more traditional areas of forensic testing 
and analysis, but now across a much broader range of fields described as nuclear, biological 
and chemical (NCB). As an example, bio-crime or bio-terrorism, can deliver outcomes where 
the economic impact can be as devastating as the loss of life we see in more traditional terror 
attacks.  
The importance of forming alliances, partnerships and MOU's is critical to dealing with these 
threats and incidents and forensics is no exception. No one forensic agency can cope with all 
possible scenarios, and efforts to establish such cooperative arrangements are essential now 
and for the future.",dvi,dvi,"['even', 'today', 'many', 'people', 'fail', 'recognise', 'critical', 'role', 'forensics', 'plays', 'events', 'especially', 'parallel', 'roles', 'disaster', 'victim', 'identification', 'dvi', 'important', 'crime', 'scene', 'investigation', 'essential', 'identifying', 'perpetrator', 'know', 'deceased', 'missing', 'persons', 'identified', 'various', 'techniques', 'including', 'physical', 'features', 'personal', 'belongings', 'fingerprints', 'dental', 'records', 'dna', 'frequently', 'overlooked', 'skills', 'resources', 'practice', 'necessary', 'activities', 'readily', 'plugged', 'incident', 'soon', 'possible', 'event', 'forensic', 'science', 'today', 'provide', 'support', 'intelligence', 'crime', 'investigation', 'provide', 'important', 'support', 'occurrence', 'terrorist', 'incidents', 'adjunct', 'investigative', 'intelligence', 'increasingly', 'aspect', 'forensic', 'work', 'growing', 'importance', 'applies', 'traditional', 'areas', 'forensic', 'testing', 'analysis', 'across', 'much', 'broader', 'range', 'fields', 'described', 'nuclear', 'biological', 'chemical', 'ncb', 'example', 'deliver', 'outcomes', 'economic', 'impact', 'devastating', 'loss', 'life', 'see', 'traditional', 'terror', 'attacks', 'importance', 'forming', 'alliances', 'partnerships', 'mou', 'critical', 'dealing', 'threats', 'incidents', 'forensics', 'exception', 'one', 'forensic', 'agency', 'cope', 'possible', 'scenarios', 'efforts', 'establish', 'cooperative', 'arrangements', 'essential', 'future']",2
